35.812	6.705	14.371	115
36.484	6.072	13.986	78,5
37.155	5.439	13.601	69,2
37.827	4.806	13.216	48,3
38.498	4.173	12.831	31,4
39.170	3.539	12.447	19,3
39.841	2.906	12.062	13,4
40.513	2.273	11.677	9,1
41.184	1.640	11.292	5
36.793	7.262	15.173	127,4
37.432	6.608	14.768	100,7
38.071	5.954	14.363	71
38.710	5.300	13.958	51,5
39.349	4.646	13.553	33,5
39.987	3.992	13.148	22,1
40.626	3.338	12.743	16,2
41.265	2.683	12.338	10,7
41.904	2.029	11.932	7,2
37.189	6.873	16.432	134,9
37.860	6.249	16.031	96,5
38.530	5.625	15.630	64,3
39.200	5.000	15.229	42,8
39.870	4.376	14.828	29,63849
40.541	3.752	14.426	23,67924
41.211	3.128	14.025	18,7454
41.881	2.503	13.624	12,6894
42.552	1.879	13.223	10,02476
37.380	6.597	18.897	127,2
37.772	5.687	19.034	82,5
38.165	4.778	19.170	55,6
38.557	3.868	19.307	36,3
38.949	2.959	19.444	25,99087
39.342	2.049	19.581	21,57842
39.734	1.139	19.718	17,69491
40.126	0.230	19.855	12,24582
40.519	-0.680	19.992	9,50301
38.695	7.165	18.501	55,7
39.120	6.268	18.622	53,5
39.546	5.371	18.743	40,3
39.972	4.475	18.864	29,4
40.397	3.578	18.985	22,1
40.823	2.681	19.106	17,7
41.248	1.784	19.228	15,5
41.674	0.888	19.349	11,3
42.100	-0.009	19.470	9,4
39.483	7.625	19.448	26,4
39.853	6.705	19.577	22,7
40.222	5.784	19.705	18,1
40.592	4.864	19.833	13,3
40.961	3.944	19.961	11,5
41.331	3.023	20.089	9,5
41.700	2.103	20.218	7,1
42.070	1.183	20.346	4,6
42.439	0.262	20.474	3
40.774	8.086	18.956	-13,8
41.166	7.176	19.093	-0,7
41.558	6.266	19.230	1
41.950	5.357	19.367	1,4
42.342	4.447	19.504	2,1
42.733	3.537	19.642	3,2
43.125	2.627	19.779	3,1
43.517	1.718	19.916	1,6
43.909	0.808	20.053	0,7
41.780	8.621	19.730	-27,7
42.155	7.705	19.876	-24,5
42.530	6.790	20.022	-18,5
42.906	5.875	20.167	-13,4
43.281	4.959	20.313	-9,8
43.656	4.044	20.459	-7,9
44.032	3.129	20.604	-6,5
44.407	2.213	20.750	-5,6
44.782	1.298	20.896	-5,7
43.038	9.072	19.344	-61,5
43.410	8.155	19.486	-43,2
43.782	7.237	19.628	-33,3
44.155	6.320	19.769	-24,5
44.527	5.403	19.911	-18,7
44.900	4.486	20.053	-15,6
45.272	3.569	20.194	-12,6
45.644	2.651	20.336	-10
46.017	1.734	20.478	-8,4
43.746	9.148	18.172	-80,2
44.138	8.243	18.339	-63,3
44.529	7.338	18.507	-46,4
44.920	6.433	18.675	-38,1
45.311	5.529	18.842	-28,9
45.702	4.624	19.010	-22,6
46.094	3.719	19.178	-18
46.485	2.814	19.345	-14,2
46.876	1.909	19.513	-11,2
45.027	9.678	18.115	-111,7
45.411	8.768	18.269	-78,9
45.795	7.858	18.424	-57,4
46.179	6.947	18.579	-44,9
46.563	6.037	18.734	-32,8
46.947	5.127	18.888	-25,8
47.331	4.216	19.043	-20,8
47.715	3.306	19.198	-17,2
48.098	2.396	19.353	-13,6
45.866	9.838	17.069	-124,2
46.259	8.935	17.246	-93,2
46.652	8.033	17.422	-68,4
47.045	7.131	17.599	-51
47.438	6.228	17.776	-39,9
47.831	5.326	17.952	-30,8
48.224	4.423	18.129	-22,5
48.617	3.521	18.306	-18,5
49.010	2.619	18.482	-15,9
47.062	10.351	17.095	-138,4
47.444	9.444	17.272	-100,7
47.826	8.537	17.450	-74,8
48.208	7.630	17.628	-55,5
48.590	6.723	17.805	-41,9
48.972	5.816	17.983	-34,1
49.354	4.909	18.160	-22,5
49.736	4.002	18.338	-22,9
50.118	3.095	18.515	-17,8
47.910	10.627	16.642	-134,2
48.292	9.720	16.819	-98,7
48.674	8.813	16.997	-74,3
49.056	7.906	17.175	-57,4
49.438	6.999	17.352	-45
49.820	6.092	17.530	-35
50.202	5.185	17.707	-28,6
50.584	4.278	17.885	-22,6
50.966	3.371	18.062	-20,9
